reference,reference_sha,path,decision,reason,base_blob,reference_blob,candidate_blob
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tutorials/022_compose_genai_into_graph/README.md,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",99201b2c4a7209c109ff8c140f115f8bff4d3786,e584a1d377aca55f5304a07b9bd3bc60b7064ef2,99201b2c4a7209c109ff8c140f115f8bff4d3786
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tutorials/023_run_mipi_camera_model/README.md,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",cce112205eb06c5770b12beccc10a2813ea7a82c,37b26feb77c507942cbf662cd7e28c8a5b6d5cd4,cce112205eb06c5770b12beccc10a2813ea7a82c
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tutorials/023_run_mipi_camera_model/run_mipi_camera_model.cpp,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",e9ff3ad5e757b72203f7bfc89e512550ff6c5830,d3ac4e14bf0a24f255971b178117af0a01d51d78,e9ff3ad5e757b72203f7bfc89e512550ff6c5830
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,tutorials/023_run_mipi_camera_model/run_mipi_camera_model.py,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",bd291094fd844867617cb4a09bc50a67bb466a29,4f70d9d262d952badda9f301ce4fb97948dfa6c5,bd291094fd844867617cb4a09bc50a67bb466a29
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,website/docusaurus.config.js,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",0a3444a61da66a7a5ef251b978a8e871286eda66,c95665bc3b388edf45527b51cb2afb4b08e7e321,0a3444a61da66a7a5ef251b978a8e871286eda66
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,website/src/css/custom.css,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",ca7597798d1b7331b9e652531eaafc427dbaf6b6,38ae7672193e0e41964a09433808545bdd218d3a,ca7597798d1b7331b9e652531eaafc427dbaf6b6
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,website/static/img/tutorials/flow/004_build_inference_pipeline.svg,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",990c54f23e60612378b1d781aa50c9c470c0ffea,6d2776e0d70e7a2b8a42ac5488bbb00d8d379d99,990c54f23e60612378b1d781aa50c9c470c0ffea
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,website/static/img/tutorials/flow/010_feed_multi_input_model.svg,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",51e19b4868ec2dd9594b32dec16e394e877b7db8,15ce6c2e65eb3fb3883542f63ced91f87cdc4625,51e19b4868ec2dd9594b32dec16e394e877b7db8
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,website/static/img/tutorials/flow/018_consume_rtsp_stream.svg,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",29fa41f6cfb636adcdf5b202a6b48b5949655cb4,0f1e270b525e2e4b8bc083b1895dd23c31bab1f5,29fa41f6cfb636adcdf5b202a6b48b5949655cb4
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,website/static/img/tutorials/flow/023_run_mipi_camera_model.svg,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",4d4c983231b8b49bb316a4493201e2f2866f3fc9,3f88091031ae2e38591a86d5381c452ce514cdcc,4d4c983231b8b49bb316a4493201e2f2866f3fc9
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,website/static/img/tutorials/flow/024_run_your_first_model_over_pcie.svg,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,d42ceed0cacd3412b83afe22f77081393b325159,,d42ceed0cacd3412b83afe22f77081393b325159
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,website/static/img/tutorials/flow/025_run_pcie_inference_async.svg,unrelated,Preserve existing PCIe/camera/multi-output functionality; older deletions are outside driver consolidation.,05a52b262db165f4b805cac335c0de1945d54e2c,,05a52b262db165f4b805cac335c0de1945d54e2c
direct-no-selector,02ae0ddee3fef799ab9011d66d1db4a5aab9ec31,website/static/img/tutorials/flow/026_run_multiple_models.svg,superseded,"Retain superset physical planning, typed model contracts and lifecycle; do not restore old selectors or duplicate LegacyAfeMpkDecoder.",914bdf30e04c2551f5a5a9ceb8eb0105f184969e,,914bdf30e04c2551f5a5a9ceb8eb0105f184969e
decoder-command-fd,0c3fb40db1924becce2ec370978d9c400d71a167,src/pipeline/runtime/DecoderAdmission.cpp,required addition,Selected semantics incorporated with localized integration; retain superset behavior outside this change.,f0b451347a609bf42c63ce438c1f21d4ff56fe78,c643ae570d8012f767846742cb4e3a4d78f16309,646dfa00bf99401554c8c26a93043bd8fdc89f36
decoder-command-fd,0c3fb40db1924becce2ec370978d9c400d71a167,tests/unit_testing/unit_decoder_admission_test.cpp,required addition,Selected semantics incorporated with localized integration; retain superset behavior outside this change.,6aa8341424b15e56373b382ae821f459a71f05b6,de8b97ecce39100a2fd27c62763b387daee96105,2557a8e16cbfcd0dc32369b44f3ee2dad6b43d65
